taxon	domain	phylum	functional_group	signal_source	tea_primary	confidence_score	module_completeness_detail
S__GCA_012974425.1	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
S__GCA_009886055.1	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
S__GCA_013216095.1	d__Bacteria	p__Desulfobacterota_B	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
S__GCA_003447545.1	d__Bacteria	p__Desulfobacterota_B	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
S__3300027839_100	d__Bacteria	p__Desulfobacterota_D	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
S__GCA_004356685.1	d__Bacteria	p__Desulfobacterota_D	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
S__3300024058_15	d__Bacteria	p__Desulfobacterota_D	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
S__GCA_004356555.1	d__Bacteria	p__Desulfobacterota_D	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
S__GCA_004525335.1	d__Bacteria	p__Desulfobacterota_D	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
S__3300024060_22	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.5
S__GCA_004357415.1	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_012959595.1	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.6	""
S__3300027839_83	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.6	""
S__3300026084_6	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.5
S__3300027677_15	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.38
S__3300026119_8	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.6	""
S__GCA_018659405.1	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.5
S__GCA_018676505.1	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.5
S__GCA_002295725.1	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.6	""
S__GCA_002313235.1	d__Bacteria	p__Gemmatimonadota	Unknown	uncertain	Unknown	0.1	""
S__3300027622_6	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.6	""
S__GCA_012965445.1	d__Bacteria	p__Hydrogenedentota	Core_heterotrophy	pelagic_export	O2	0.6	""
S__3300027847_10	d__Bacteria	p__JAAXHH01	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__GCA_004356825.1	d__Bacteria	p__KSB1	Core_heterotrophy	pelagic_export	O2	0.6	""
S__3300024516_38	d__Bacteria	p__KSB1	Unknown	uncertain	Unknown	0.1	""
S__GCA_003353795.1	d__Bacteria	p__Krumholzibacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__3300022227_18	d__Bacteria	p__Latescibacterota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_015660315.1	d__Bacteria	p__Latescibacterota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_018672475.1	d__Bacteria	p__Latescibacterota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__3300027685_7	d__Bacteria	p__Latescibacterota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_018698655.1	d__Bacteria	p__Latescibacterota	Denitrification	particle_associated	NO3-	0.99	M00530:1
S__3300027839_23	d__Bacteria	p__Latescibacterota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300027844_12	d__Bacteria	p__Latescibacterota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_014239755.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300025623_36	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_002701645.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_012963075.1	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.33;W00008:0.33;W00010:1;W00011:0.25
S__GCA_014240005.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_905182795.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_002701785.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_015659205.1	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300020303_5	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_002703325.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_002704905.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300026087_14	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_012964085.1	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_014239505.1	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.5
S__GCA_905182385.1	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.33;W00008:0.33;W00010:1;W00011:0.38
S__GCA_004124535.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300020307_9	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300020415_29	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_015658495.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300025665_13	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__3300027779_22	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_002713885.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_018670245.1	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.33;W00008:0.33;W00010:1;W00011:0.62
S__GCA_905478065.1	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0;W00008:0.33;W00010:1;W00011:0.62
S__TARA_ARC_108_MAG_00084	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300020389_30	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_003709175.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_004124375.1	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__3300026264_29	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_012964845.1	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_014381415.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300026267_11	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300027839_102	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__3300027844_72	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_018696455.1	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_000405805.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_014239355.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_004402895.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_004402915.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_001643535.1	d__Bacteria	p__Methylomirabilota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__GCA_012974305.1	d__Bacteria	p__Methylomirabilota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_014240065.1	d__Bacteria	p__Myxococcota	Unknown	uncertain	Unknown	0.1	""
S__GCA_003647035.1	d__Bacteria	p__Myxococcota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__3300027844_19	d__Bacteria	p__Myxococcota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.33;W00008:0.33;W00010:1;W00011:0.12
S__GCA_905480105.1	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.6	""
S__TARA_ARC_108_MAG_00206	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_009936995.1	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.625	""
S__GCA_013215565.1	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.75;W00008:0.33;W00010:1;W00011:0.75
S__GCA_004356455.1	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.625	""
S__GCA_004356505.1	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.625	""
S__GCA_004356735.1	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.5875	""
S__GCA_015659595.1	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__TARA_ARC_108_MAG_00033	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_012959665.1	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
S__GCA_012959865.1	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.625	""
S__GCA_014240165.1	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
S__TARA_ARC_108_MAG_00055	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.62
S__GCA_002390675.1	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__TARA_MED_95_MAG_00112	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__3300027685_11	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_001542995.1	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_003526595.1	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_003545625.1	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_012961055.1	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_018650065.1	d__Bacteria	p__Nitrospinota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_905612265.1	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_000372225.1	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_018651055.1	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_905182935.1	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__TARA_ARC_108_MAG_00168	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_003229345.1	d__Bacteria	p__Nitrospinota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__3300024516_24	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_004357365.1	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__3300027801_18	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_016763735.1	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__3300020477_98	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__3300027755_29	d__Bacteria	p__Nitrospinota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_001643555.1	d__Bacteria	p__Nitrospirota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__3300024516_18	d__Bacteria	p__Nitrospirota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_003228495.1	d__Bacteria	p__Nitrospirota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_003233615.1	d__Bacteria	p__Nitrospirota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__3300000124_6	d__Bacteria	p__Nitrospirota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_016195565.1	d__Bacteria	p__Nitrospirota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_018896985.1	d__Bacteria	p__Nitrospirota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_018263435.1	d__Bacteria	p__Planctomycetota	Anammox	particle_associated	NO2-/NH4+	0.85	""
S__3300025584_9	d__Bacteria	p__Planctomycetota	Anammox	particle_associated	NO2-/NH4+	0.85	""
S__3300020300_16	d__Bacteria	p__Planctomycetota	Anammox	particle_associated	NO2-/NH4+	0.85	""
S__GCA_002687715.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_016765095.1	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_012965315.1	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_014238125.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_014238785.1	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_018665385.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_018675705.1	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_018701395.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300027685_36	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_014238205.1	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_905480395.1	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300022885_8	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_018663565.1	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__TARA_MED_95_MAG_00363	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_002696165.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_003644175.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__3300027997_10	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__TARA_PSW_86_MAG_00162	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__GCA_002685655.1	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_002718815.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.25
S__3300020389_13	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__GCA_002733575.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__GCA_014237975.1	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__TARA_ARC_108_MAG_00074	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300012950_5	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__GCA_002862205.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__TARA_ARC_108_MAG_00039	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.5
S__GCA_002708345.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0;W00008:0.33;W00010:1;W00011:0
S__3300027838_7	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__3300026253_8	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.25
S__GCA_018658605.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__GCA_018666495.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__GCA_012959465.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__TARA_ARC_108_MAG_00022	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__GCA_002168195.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_014238335.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.38
S__3300001683_4	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_018703065.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.25
S__3300027847_4	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.25
S__GCA_013203845.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.25
S__3300027839_4	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__TARA_MED_95_MAG_00365	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__TARA_MED_95_MAG_00126	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.25
S__GCA_002724415.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__GCA_003445035.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.33;W00008:0.33;W00010:1;W00011:0.25
S__3300027847_13	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.25
S__TARA_MED_95_MAG_00192	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300021089_16	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__TARA_ARC_108_MAG_00053	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_002720975.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_012959525.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_004357655.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__3300026253_32	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_003973205.1	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_003973385.1	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300020476_8	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_003509045.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300026190_2	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_002713895.1	d__Bacteria	p__Poribacteria	Unknown	uncertain	Unknown	0.1	""
S__GCA_016776605.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
S__3300027838_22	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__GCA_002937975.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300024060_27	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.25
S__3300025823_18	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_018665165.1	d__Bacteria	p__Proteobacteria	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_905182615.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__GCA_905181725.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__GCA_016777505.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_905182445.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_902608355.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300025220_9	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300025232_12	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_902607585.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_902607625.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_905612415.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300025214_4	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCF_000195085.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCF_012276695.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.5
S__3300027685_46	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
