taxon	domain	phylum	class	n_samples	n_cores	total_reads	pct_damaged	has_kegg	genome_id	functional_group	display_category	ecological_role	signal_source	tea_primary	guild_tier	confidence_score	assignment_rule_id	kegg_state	group_completeness	modules_scored	module_completeness_detail	markers_detected	marker_gene_names	key_reference	doi	virus_role
S__GCA_002816875.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	273	5	187876	100	TRUE	GCA_002816875.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_002311385.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	216	5	74491	100	TRUE	GCA_002311385.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__3300026108_2	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	439	5	570512	100	TRUE	3300026108_2	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_002695315.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	240	5	81370	100	TRUE	GCA_002695315.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_002708395.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	165	5	60439	100	TRUE	GCA_002708395.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__3300006311_3	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	487	5	1719488	100	TRUE	3300006311_3	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_009392475.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	399	5	691453	100	TRUE	GCA_009392475.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__3300025232_4	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	323	5	387632	100	TRUE	3300025232_4	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_015658265.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	27	5	15632	100	TRUE	GCA_015658265.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_002816585.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	237	5	149109	100	TRUE	GCA_002816585.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__3300027677_4	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	70	5	21845	100	TRUE	3300027677_4	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_015658215.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	156	5	59272	100	TRUE	GCA_015658215.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__3300001683_28	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	469	5	870635	100	TRUE	3300001683_28	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__3300027839_55	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	312	5	144353	100	TRUE	3300027839_55	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__3300027839_57	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	276	5	103300	100	TRUE	3300027839_57	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_003228195.2	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	14	5	2578	100	TRUE	GCA_003228195.2	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__MAG_PRGRI.17_metabat2_bin.39	d__Bacteria	p__Chloroflexota	c__Limnocylindria	50	5	9441	100	TRUE	MAG_PRGRI.17_metabat2_bin.39	Sediment_heterotroph	Diagenetic	Sediment_resident	benthic_resident	O2	Tier1_taxonomy_conserved	0.85	GTDB_SED_HET						GTDB Chloroflexota	Wasmund et al. 2014 ISME J	10.1038/ismej.2013.143	
S__3300027847_58	d__Bacteria	p__Chloroflexota	c__UBA11872	32	5	7788	100	TRUE	3300027847_58	Sediment_heterotroph	Diagenetic	Sediment_resident	benthic_resident	O2	Tier1_taxonomy_conserved	0.85	GTDB_SED_HET						GTDB Chloroflexota	Wasmund et al. 2014 ISME J	10.1038/ismej.2013.143	
S__MAG_TGLSC.20.08_metabat2_bin.30	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	46	5	9282	100	TRUE	MAG_TGLSC.20.08_metabat2_bin.30	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_003331785.1	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	260	5	387473	100	TRUE	GCA_003331785.1	Oxygenic_photosynthesis	Cyanobacteria	Primary_producer	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_CYANO						psbA (K02703)	Falkowski & Raven 2007 Aquatic Photosynthesis	10.1515/9781400849727	
S__GCF_014279835.1	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	315	5	333353	100	TRUE	GCF_014279835.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.12		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_002050025.1	d__Bacteria	p__Desulfobacterota	c__DSM-4660	46	5	25991	100	TRUE	GCA_002050025.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_kegg_present	0.99	KEGG_SRB	present	1	M00596	M00596:1	K11180;K11181	dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_016785005.1	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	53	5	15921	100	TRUE	GCA_016785005.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_kegg_present	0.99	KEGG_SRB	present	1	M00596	M00596:1	K11180;K11181	dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_018812385.1	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	86	5	43344	100	TRUE	GCA_018812385.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_016744295.1	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	86	5	23866	100	TRUE	GCA_016744295.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_kegg_present	0.99	KEGG_SRB	present	1	M00596	M00596:1	K11180;K11181	dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_013619155.1	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	116	5	78689	100	TRUE	GCA_013619155.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_kegg_present	0.99	KEGG_SRB	present	1	M00596	M00596:1	K11180;K11181	dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_012974315.1	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	155	5	68269	100	TRUE	GCA_012974315.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_013139415.1	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	113	5	23769	100	TRUE	GCA_013139415.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_kegg_present	0.99	KEGG_SRB	present	1	M00596	M00596:1	K11180;K11181	dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_006226895.1	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	55	5	12806	100	TRUE	GCA_006226895.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_012974435.1	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	417	5	571968	100	TRUE	GCA_012974435.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_012974425.1	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	239	5	379876	100	TRUE	GCA_012974425.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_009886055.1	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	119	5	49271	100	TRUE	GCA_009886055.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_013216095.1	d__Bacteria	p__Desulfobacterota_B	c__Binatia	52	5	10472	100	TRUE	GCA_013216095.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_003447545.1	d__Bacteria	p__Desulfobacterota_B	c__Binatia	133	5	37742	100	TRUE	GCA_003447545.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__3300027839_100	d__Bacteria	p__Desulfobacterota_D	c__UBA1144	203	5	55459	100	TRUE	3300027839_100	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_004356685.1	d__Bacteria	p__Desulfobacterota_D	c__UBA1144	124	5	39634	100	TRUE	GCA_004356685.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__3300024058_15	d__Bacteria	p__Desulfobacterota_D	c__UBA1144	320	5	328878	100	TRUE	3300024058_15	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_004356555.1	d__Bacteria	p__Desulfobacterota_D	c__UBA1144	117	5	98358	100	TRUE	GCA_004356555.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_004525335.1	d__Bacteria	p__Desulfobacterota_D	c__UBA1144	89	5	31562	100	TRUE	GCA_004525335.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__3300024060_22	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	235	5	129756	100	TRUE	3300024060_22	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.67;W00010:0;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_004357415.1	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	41	5	6849	100	TRUE	GCA_004357415.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_012959595.1	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	22	5	3453	100	TRUE	GCA_012959595.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier2_kegg_partial	0.6	KEGG_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300027839_83	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	89	5	16897	100	TRUE	3300027839_83	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier2_kegg_partial	0.6	KEGG_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300026084_6	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	77	5	22523	100	TRUE	3300026084_6	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.67;W00010:0;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300027677_15	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	159	5	48749	100	TRUE	3300027677_15	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.67;W00010:0;W00011:0.38		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300026119_8	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	399	5	454666	100	TRUE	3300026119_8	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier2_kegg_partial	0.6	KEGG_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_018659405.1	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	277	5	111999	100	TRUE	GCA_018659405.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.67;W00010:0;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_018676505.1	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	47	5	18789	100	TRUE	GCA_018676505.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.67;W00010:0;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_002295725.1	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	396	5	690189	100	TRUE	GCA_002295725.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier2_kegg_partial	0.6	KEGG_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_002313235.1	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	377	5	458803	100	TRUE	GCA_002313235.1	Unknown	Other	Unknown	uncertain	Unknown	Tier3_unknown	0.1										
S__3300027622_6	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	220	5	101225	100	TRUE	3300027622_6	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier2_kegg_partial	0.6	KEGG_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_012965445.1	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	238	5	72195	100	TRUE	GCA_012965445.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier2_kegg_partial	0.6	KEGG_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300027847_10	d__Bacteria	p__JAAXHH01	c__JAAXHH01	42	5	13254	100	TRUE	3300027847_10	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_004356825.1	d__Bacteria	p__KSB1	c__UBA2214	510	5	1632870	100	TRUE	GCA_004356825.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier2_kegg_partial	0.6	KEGG_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300024516_38	d__Bacteria	p__KSB1	c__UBA2214	509	5	1726337	100	TRUE	3300024516_38	Unknown	Other	Unknown	uncertain	Unknown	Tier3_unknown	0.1										
S__GCA_003353795.1	d__Bacteria	p__Krumholzibacteriota	c__Krumholzibacteria	132	5	31073	100	TRUE	GCA_003353795.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300022227_18	d__Bacteria	p__Latescibacterota	c__UBA2968	34	5	5789	100	TRUE	3300022227_18	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.25		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_015660315.1	d__Bacteria	p__Latescibacterota	c__UBA2968	209	5	47269	100	TRUE	GCA_015660315.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_018672475.1	d__Bacteria	p__Latescibacterota	c__UBA2968	466	5	470991	100	TRUE	GCA_018672475.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300027685_7	d__Bacteria	p__Latescibacterota	c__UBA2968	286	5	137212	100	TRUE	3300027685_7	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.25		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_018698655.1	d__Bacteria	p__Latescibacterota	c__UBA2968	40	5	8094	100	TRUE	GCA_018698655.1	Denitrification	N-loss	Denitrifier	particle_associated	NO3-	Tier1_kegg_present	0.99	KEGG_DENIT	present	1	M00530	M00530:1	K00368	nirK/nirS (K00368/K15864)	Zumft 1997 Microbiol Mol Biol Rev	10.1128/MMBR.61.4.533-616.1997	
S__3300027839_23	d__Bacteria	p__Latescibacterota	c__UBA2968	261	5	87107	100	TRUE	3300027839_23	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300027844_12	d__Bacteria	p__Latescibacterota	c__UBA2968	267	5	79882	100	TRUE	3300027844_12	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_014239755.1	d__Bacteria	p__Marinisomatota	c__Marinisomatia	163	5	59951	100	TRUE	GCA_014239755.1	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET						Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	
S__3300025623_36	d__Bacteria	p__Marinisomatota	c__Marinisomatia	312	5	132117	100	TRUE	3300025623_36	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET						Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	
S__GCA_002701645.1	d__Bacteria	p__Marinisomatota	c__Marinisomatia	201	5	80166	100	TRUE	GCA_002701645.1	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET						Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	
S__GCA_012963075.1	d__Bacteria	p__Marinisomatota	c__Marinisomatia	92	5	18547	100	TRUE	GCA_012963075.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.33;W00008:0.33;W00010:1;W00011:0.25		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_014240005.1	d__Bacteria	p__Marinisomatota	c__Marinisomatia	44	5	12739	100	TRUE	GCA_014240005.1	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET						Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	
