sample	taxon	count	relative_abundance	domain	phylum	functional_group	signal_source	tea_primary	confidence_score	module_completeness_detail
LV3003047078	S__GCA_015659035.1	249	0.0185876381009257	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.75;W00008:1;W00010:0;W00011:0.5
LV3003047078	S__3300020389_10	245	0.0182890415049268	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
LV3003047078	S__GCA_016190405.1	245	0.0182890415049268	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
LV3003047087	S__GCA_016838795.1	3139	0.068519165284205	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047087	S__GCA_011055585.1	2587	0.0564699205448354	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047087	S__GCA_016782865.1	1929	0.0421068715620362	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047087	S__GCA_012974305.1	1850	0.0403824325504235	d__Bacteria	p__Methylomirabilota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047087	S__GCA_016838845.1	1362	0.0297302016938793	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047087	S__GCF_002836055.1	1290	0.0281585610757007	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
LV3003047087	S__3300024058_12	1031	0.0225050205186414	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
LV3003047087	S__GCA_013911135.1	969	0.0211516633196542	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047087	S__GCA_003672175.1	758	0.0165458831747141	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
LV3003047087	S__GCA_016777225.1	715	0.0156072644721907	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
LV3003047087	S__GCF_002836745.1	696	0.0151925259757269	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
LV3003047087	S__3300000179_4	579	0.0126386099711866	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.25
LV3003047087	S__GCA_011049715.1	575	0.01255129660351	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
LV3003047087	S__TARA_ARC_108_MAG_00146	553	0.0120710730812887	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
LV3003047087	S__GCA_905181765.1	529	0.0115471928752292	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
LV3003047088	S__GCA_011055585.1	4973	0.108103995478457	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047088	S__GCA_016838845.1	3832	0.0833007260553889	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047088	S__GCA_016782865.1	2994	0.0650841267770966	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047088	S__GCA_012974305.1	2777	0.0603669405678014	d__Bacteria	p__Methylomirabilota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047088	S__3300024433_21	1968	0.0427807486631016	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047088	S__GCA_016777225.1	1803	0.0391939480892135	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
LV3003047088	S__GCA_003672175.1	1183	0.0257162732055128	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
LV3003047088	S__GCA_013911135.1	1110	0.0241293856788835	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047088	S__GCA_001643535.1	1102	0.0239554801965132	d__Bacteria	p__Methylomirabilota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
LV3003047088	S__3300024058_12	1100	0.0239120038259206	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
LV3003047088	S__GCA_016838795.1	970	0.0210860397374027	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047088	S__GCA_905478185.1	766	0.0166514499369593	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
LV3003047088	S__GCA_017368835.1	680	0.0147819660014782	d__Bacteria	p__Planctomycetota	Anammox	particle_associated	NO2-/NH4+	0.968888888888889	M00973:0.89
LV3003047088	S__GCA_011049715.1	617	0.0134124603278118	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
LV3003047088	S__GCA_009937205.1	459	0.00997782705099778	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
LV3003047089	S__GCA_011055585.1	12795	0.0901367373248515	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047089	S__GCA_016782865.1	11592	0.0816619819515185	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047089	S__GCA_012974305.1	10838	0.0763502898887644	d__Bacteria	p__Methylomirabilota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047089	S__GCA_016838795.1	7170	0.050510387387197	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047089	S__3300026264_34	5811	0.0409366612422597	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047089	S__3300024058_12	5136	0.0361814992497411	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
LV3003047089	S__GCA_013911135.1	4032	0.0284041676353108	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047089	S__GCA_016838845.1	3861	0.0271995265972061	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047089	S__GCA_016777225.1	3484	0.0245436805658291	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
LV3003047089	S__GCA_001543015.1	2592	0.0182598220512712	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047089	S__GCA_003672175.1	2525	0.017787828194236	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
LV3003047089	S__GCA_001303465.1	2292	0.016146416721263	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
LV3003047089	S__3300020262_3	2197	0.0154771717000937	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
LV3003047089	S__GCA_905478185.1	1970	0.0138780283337208	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
LV3003047089	S__GCA_011049715.1	1808	0.0127367894555163	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
LV3003047090	S__GCA_011055585.1	16823	0.152570195167961	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047090	S__GCA_016782865.1	11028	0.100014510629036	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047090	S__GCA_016838845.1	7887	0.0715283320031923	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047090	S__3300026264_34	5437	0.0493089312921715	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047090	S__GCA_004124475.1	4837	0.0438674454037583	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
LV3003047090	S__GCA_013911135.1	4731	0.0429061162301386	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047090	S__GCA_012974305.1	3236	0.0293477472248422	d__Bacteria	p__Methylomirabilota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047090	S__3300024058_12	2929	0.0265635202786041	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
LV3003047090	S__3300024516_13	2332	0.0211492418196329	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
LV3003047090	S__GCA_001542995.1	2302	0.0208771675252122	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
LV3003047090	S__GCA_016838795.1	2293	0.020795545236886	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047090	S__GCA_001303465.1	1623	0.0147192193281579	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
LV3003047090	S__GCA_004356105.1	1596	0.0144743524631793	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:1;W00010:0;W00011:0.75
LV3003047090	S__3300026253_28	1423	0.0129053906986868	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.38
LV3003047090	S__GCA_011049715.1	1297	0.01176267866212	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
LV3003047104	S__GCA_013911135.1	15338	0.173553906037838	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047104	S__GCA_001543015.1	12001	0.135794785914728	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047104	S__GCA_016782865.1	5381	0.0608875712863221	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047104	S__GCA_011055585.1	3843	0.0434846564678193	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047104	S__GCA_013390475.1	2913	0.0329614374943424	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047104	S__GCA_016838795.1	2587	0.029272653209016	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047104	S__GCA_003545625.1	2025	0.0229134606680547	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
LV3003047104	S__3300026264_34	1827	0.0206730334027338	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047104	S__GCA_008974855.1	1684	0.0190549470444465	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047104	S__GCA_002317795.1	1539	0.0174142301077216	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047104	S__GCA_012974305.1	1507	0.0170521408527202	d__Bacteria	p__Methylomirabilota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047104	S__3300024516_13	1377	0.0155811532542772	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
LV3003047104	S__GCA_011049715.1	1289	0.0145854078030234	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
LV3003047104	S__3300024058_12	1191	0.0134765094595818	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
LV3003047104	S__GCA_016838845.1	1155	0.0130691590477053	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047105	S__GCA_001543015.1	6173	0.0995404337660243	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047105	S__GCA_016782865.1	5266	0.084914939933887	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047105	S__3300024058_12	4692	0.0756591147303072	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
LV3003047105	S__GCA_011055585.1	3792	0.0611464968152866	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047105	S__GCA_013911135.1	2867	0.0462307506248488	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047105	S__GCA_016838795.1	2319	0.037394178827703	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047105	S__GCA_004124475.1	1911	0.0308151253728937	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
LV3003047105	S__GCA_008974855.1	1547	0.0249455776828187	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047105	S__GCA_012974305.1	1462	0.0235749415464001	d__Bacteria	p__Methylomirabilota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047105	S__3300024516_13	1400	0.0225751834233653	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
LV3003047105	S__GCA_011049715.1	1069	0.0172377650568411	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
LV3003047105	S__GCA_003545625.1	1066	0.017189389663791	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
LV3003047105	S__GCA_016838845.1	1047	0.0168830121744739	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047105	S__GCA_013215285.1	998	0.0160928807546561	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047105	S__GCA_002317795.1	909	0.0146577440941708	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047122	S__GCA_011055585.1	3508	0.0803978640020168	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047122	S__GCA_013911135.1	2617	0.05997753993537	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047122	S__GCA_008974855.1	1984	0.0454701716590654	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047122	S__GCA_001543015.1	1294	0.0296564526848945	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047122	S__GCA_016838795.1	1281	0.0293585130520478	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047122	S__GCA_012974435.1	1224	0.0280521623541815	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
LV3003047122	S__GCA_016782865.1	1080	0.0247519079595719	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047122	S__3300024516_13	1032	0.0236518231613687	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
LV3003047122	S__GCA_012974425.1	955	0.0218871037975844	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
LV3003047122	S__GCA_013390475.1	945	0.0216579194646254	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047122	S__3300006311_3	858	0.0196640157678821	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
LV3003047122	S__GCA_012974305.1	850	0.0194806683015149	d__Bacteria	p__Methylomirabilota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047122	S__GCA_002082295.1	770	0.0176471936378429	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
LV3003047122	S__3300024058_12	728	0.0166846194394151	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
LV3003047122	S__3300024431_33	707	0.0162033323402012	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
LV3003047123	S__GCA_011055585.1	2212	0.0850932871706097	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047123	S__3300026264_34	1817	0.0698980573187151	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047123	S__GCA_013911135.1	1604	0.0617041738795922	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047123	S__GCA_002082295.1	1021	0.0392767839969225	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
LV3003047123	S__GCA_001543015.1	1001	0.0385074052702443	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047123	S__GCA_002335045.1	861	0.0331217541834968	d__Bacteria	p__Proteobacteria	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
LV3003047123	S__GCA_016838795.1	814	0.031313714175803	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047123	S__GCA_008974855.1	798	0.0306982111944605	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047123	S__GCA_013390475.1	659	0.0253510290440469	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047123	S__3300024516_13	552	0.0212348528563185	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
LV3003047123	S__3300000322_5	507	0.0195037507212926	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
LV3003047123	S__3300006311_3	486	0.0186959030582804	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
LV3003047123	S__GCA_012974435.1	472	0.0181573379496057	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
LV3003047123	S__GCA_012974305.1	429	0.0165031736872475	d__Bacteria	p__Methylomirabilota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047123	S__GCA_016838845.1	427	0.0164262358145797	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047124	S__GCA_011055585.1	9312	0.134016464221979	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047124	S__GCA_013911135.1	5099	0.0733838005871855	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047124	S__GCA_008974855.1	4188	0.0602728685740602	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047124	S__GCA_016838845.1	3427	0.0493207069253353	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047124	S__GCA_001543015.1	2643	0.0380375338207357	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047124	S__GCA_002335045.1	2258	0.0324966898854413	d__Bacteria	p__Proteobacteria	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
LV3003047124	S__3300006311_3	1984	0.0285533360198031	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
LV3003047124	S__3300024516_13	1553	0.0223504691727592	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
LV3003047124	S__GCA_002082295.1	1540	0.0221633757411778	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
LV3003047124	S__GCA_013390475.1	1477	0.0212566921881296	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047124	S__GCA_012974305.1	1298	0.0186805595532785	d__Bacteria	p__Methylomirabilota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047124	S__3300024058_12	1098	0.0158021990674112	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
LV3003047124	S__GCA_016838795.1	930	0.0133843762592827	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047124	S__GCA_004356825.1	896	0.0128950549766853	d__Bacteria	p__KSB1	Core_heterotrophy	pelagic_export	O2	0.6	""
LV3003047124	S__3300024516_38	842	0.0121178976455011	d__Bacteria	p__KSB1	Unknown	uncertain	Unknown	0.1	""
LV3003047125	S__GCA_011055585.1	9947	0.0923609757003445	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047125	S__GCA_013911135.1	5657	0.0525269970379862	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047125	S__3300026264_34	5330	0.0494907007623239	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047125	S__GCA_016782865.1	3315	0.0307808016936405	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047125	S__GCA_008974855.1	3289	0.0305393836411414	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047125	S__GCA_001543015.1	2733	0.0253767514415443	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047125	S__GCA_016838845.1	2679	0.024875344717123	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047125	S__3300024516_13	1886	0.0175120941158992	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
LV3003047125	S__GCA_017854145.1	1717	0.0159428767746548	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
LV3003047125	S__GCA_013390475.1	1662	0.015432184740522	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047125	S__GCA_905182465.1	1540	0.0142993769557184	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
LV3003047125	S__GCA_012974305.1	1518	0.0140951001420652	d__Bacteria	p__Methylomirabilota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047125	S__3300006311_3	1497	0.0139001086381236	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
LV3003047125	S__GCA_905182775.1	1393	0.0129344364281271	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
LV3003047125	S__3300024058_12	1344	0.0124794562522633	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
LV3003047127	S__GCA_013911135.1	9441	0.097527969174509	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047127	S__GCA_008974855.1	4753	0.0490997179839468	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047127	S__GCA_013390475.1	3052	0.0315279485139923	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047127	S__GCA_011055585.1	2673	0.0276127805956427	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047127	S__GCA_013215285.1	2196	0.0226852473580364	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047127	S__3300024058_12	1998	0.0206398562028036	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
LV3003047127	S__GCA_905182475.1	1799	0.0185841347892111	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
LV3003047127	S__GCA_016838845.1	1635	0.0168899724182102	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047127	S__3300020187_18	1545	0.0159602491658316	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
